Year,reporterCode,Total_Bilateral_Trade,CIFValue,FOBValue,qty,netWgt,grossWgt
2006,748,98386260.0,98386260.0,0.0,534615551.0,534970418.0,0.0
2007,84,180059173.0,179778418.0,280755.0,9126117.0,15542856.0,0.0
2007,188,6374087124.0,3033775876.0,3340311248.0,464757680.0,665278748.0,0.0
2007,214,9221147669.967001,4298159014.4,4922988655.567,2033980148.262,2472503944.011,0.0
2007,222,3045532131.44,3017553191.28,27978940.16,503030458.089,554923381.313,0.0
2007,320,3344343788.0,3111504964.0,232838824.0,943416943.0,1066780691.0,0.0
2007,585,18931037.0,18931037.0,0.0,1267063.0,1842012.0,0.0
2007,591,10793352088.0,10505399377.0,287952711.0,1101871863.0,1595904804.0,0.0
2007,600,12930202332.0,6501172180.0,6429030152.0,386695069.295,611112248.224,0.0
2007,659,13882851.0,13877287.0,5564.0,2828000.0,3877752.0,0.0
2007,662,24540714.0,23872703.0,668011.0,6154738.0,9769206.0,0.0
2007,748,203016465.0,203001077.0,15388.0,22253772.0,22997466.0,0.0
2008,84,272577741.0,272466344.0,111397.0,28807161.0,46980282.0,0.0
2008,188,5913639845.0,3461752065.0,2451887780.0,659481270.0,852915263.0,0.0
2008,214,12203937187.038,6177467134.32,6026470052.718,2283072349.532,2764233259.303,0.0
2008,222,3392297773.36,3363946584.16,28351189.2,664231854.316,711565746.696,0.0
2008,320,3488940032.0,3361870068.0,127069964.0,728059357.0,855159977.0,0.0
2008,585,13141772.0,13141772.0,0.0,3479227.0,3862324.0,0.0
2008,591,9905808208.0,9697399549.0,208408659.0,925480477.0,1399736084.0,0.0
2008,600,19677730008.0,9895204472.0,9782525536.0,482674497.287198,801863843.9583745,0.0
2008,659,14845874.0,14838802.0,7072.0,826599.0,1701458.0,0.0
2008,662,32289249.0,28474307.0,3814942.0,6653867.0,9485536.0,0.0
2008,748,114919691.727,59701456.446,55218235.281,7684147.056,8309375.988,0.0
2009,84,243575466.94,242029446.8,1546020.1400000001,25178810.643,41327427.002,0.0
2009,188,4650409394.0,2228838986.0,2421570408.0,326600494.0,431222577.0,0.0
2009,214,10718997663.317,5344979056.312,5374018607.005,2377765426.068,2935391705.5360003,0.0
2009,222,2632507029.68,2622221902.6,10285127.08,324254989.651,337568635.315,0.0
2009,320,4266001024.0,4145005496.0,120995528.0,705569689.0,860112646.0,0.0
2009,585,8540395.0,8540395.0,0.0,1015933.0,1575655.0,0.0
2009,591,8625244116.0,8535184632.0,90059484.0,677787448.0,1161622698.0,0.0
2009,600,16171557128.0,8213945288.0,7957611840.0,346875309.83,547097407.008,0.0
2009,659,10531555.0,10531555.0,0.0,964321.0,1583876.0,0.0
2009,662,34817637.0,33514119.0,1303518.0,5612305.0,8395730.0,0.0
2009,748,306392953.65,151213367.222,155179586.428,30467484.559,33045877.845,0.0
2010,84,303636626.88,298158044.14,5478582.74,20923428.668,40115006.075,0.0
2010,188,5038056072.0,3962739584.0,1075316488.0,515083758.0,722199939.0,0.0
2010,214,6964582806.0,0.0,6964582806.0,628628046.0,813893852.0,0.0
2010,222,3502802010.04,3489600656.96,13201353.079999998,392963481.06908774,434131557.4539891,0.0
2010,320,4074369140.0,3934609800.0,139759340.0,771125506.0,896821048.0,0.0
2010,585,5159909.0,5159909.0,0.0,675219.0,1098940.0,0.0
2010,591,16842969424.0,16690822692.0,152146732.0,1206303840.0,1926191804.0,0.0
2010,600,26892638392.0,13733193912.0,13159444480.0,468402231.09874856,871682346.3215133,0.0
2010,659,12234513.0,12234513.0,0.0,829806.0,1411413.0,0.0
2010,662,48561849.0,46149023.0,2412826.0,9080439.0,11824916.0,0.0
2010,748,199495280.936,183546812.883,15948468.053,33567759.742,36067673.035000004,0.0
2011,84,482798340.16,469958933.21999997,12839406.94,22006130.515,68464220.889,0.0
2011,188,6973628484.0,6113851614.0,859776870.0,596079745.0,840561221.0,0.0
2011,214,8469890981.0,7148694240.0,1321196741.0,782249349.0,976379772.0,0.0
2011,222,3901762722.4,3893567304.8,8195417.6,418718272.09248513,439895776.5184759,0.0
2011,320,4688093664.0,4576330200.0,111763464.0,804934127.0,949567662.0,0.0
2011,585,6488173.0,6488173.0,0.0,601517.0,1671400.0,0.0
2011,591,22507629524.0,22338705208.0,168924316.0,1233259863.276,1348767142.013,2180061634.0
2011,600,28528090172.0,14649748468.0,13878341704.0,658324585.2685099,1173631592.4475946,0.0
2011,659,24609528.0,24609528.0,0.0,2082677.0,3146276.0,0.0
2011,662,46199980.0,41216074.0,4983906.0,6408560.0,9925078.0,0.0
2011,748,695601097.245,695291644.609,309452.636,49516837.151,37561160.102,0.0
2012,84,460661068.0,437697769.0,22963299.0,19884372.0,54951430.0,0.0
2012,188,7090974375.0,5784293432.0,1306680943.0,583599730.0,887427038.0,0.0
2012,214,8381446592.0,0.0,8381446592.0,702847233.0,856101555.0,0.0
2012,222,4186155664.7999997,4171425389.16,14730275.64,420263179.49008614,452596444.1388419,0.0
2012,320,5198611012.0,5059831272.0,138779740.0,1027285965.0,1251944922.0,0.0
2012,585,5678904.0,0.0,5678904.0,589245.0,725295.0,0.0
2012,591,23723680604.0,23564388480.0,159292124.0,1469754125.783,1614022797.9720001,2349302007.0
2012,600,24821065000.0,12735251928.0,12085813072.0,484899265.86899453,995505776.2417021,0.0
2012,659,16812338.0,16633974.0,178364.0,1054226.0,1670073.0,0.0
2012,662,43284109.0,39651743.0,3632366.0,6094518.0,9551908.0,0.0
2012,748,362026963.8476522,314995036.48276675,47031927.364885435,393316461.0950685,398769812.4455176,0.0
2013,84,477582733.0,419437753.0,58144980.0,28183462.0,50376132.0,0.0
2013,188,8504653728.0,6993438671.0,1511215057.0,832817073.0,1085831347.0,0.0
2013,214,8418701477.0,0.0,8418701477.0,1053283114.0,1201380850.0,0.0
2013,222,4824304800.400001,4802706440.28,21598360.12,598050607.637328,664356334.7908142,0.0
2013,320,6423037388.0,5754158712.0,668878676.0,2113861140.0,2345531464.0,0.0
2013,585,19025615.0,19025615.0,0.0,2006616.0,4623143.0,0.0
2013,591,19601929472.0,19368026724.0,233902748.0,1539718633.714,1811574284.851,2375367658.0
2013,600,26831303476.0,13736354560.0,13094948916.0,681785348.0712043,1191111880.2077372,0.0
2013,659,22774969.0,22760153.0,14816.0,1500866.0,2142376.0,0.0
2013,662,48761980.0,46561285.0,2200695.0,6543100.0,9844616.0,0.0
2013,748,495330763.2125051,279154270.8986129,216176492.31389225,1980867330.6839683,1986319451.1497445,0.0
2014,84,449063068.0,426361347.0,22701721.0,51437745.0,94688151.0,0.0
2014,188,8219217964.0,6862639148.0,1356578816.0,1015027508.0,1357684990.0,0.0
2014,214,18417940265.302,9234562560.791,9183377704.511,3800339371.7009997,4005980607.414,0.0
2014,222,5145222051.12,5122207439.440001,23014611.68,867504676.4285527,937784736.6121918,0.0
2014,320,7357967784.0,7187554904.0,170412880.0,2457228534.0,2713565636.0,0.0
2014,585,31308900.0,0.0,31308900.0,4265136.0,4974754.0,0.0
2014,591,19601675848.0,19313211112.0,288464736.0,1804671949.3669999,2115920560.815,2674775386.0
2014,600,24040226448.0,12313264760.0,11726961688.0,646469380.0577921,1138764772.6899416,0.0
2014,659,29894507.0,29894507.0,0.0,1430987.0,2527409.0,0.0
2014,662,45390134.0,42110243.0,3279891.0,9877955.0,65764206.0,0.0
2014,748,410969948.28000003,273085358.943,137884589.337,1174389989.184,1178788522.646,0.0
2015,84,417466664.0,403336631.0,14130033.0,49278669.0,89250104.0,0.0
2015,188,8110843070.0,7790143993.0,320699077.0,1293730269.0,1665247350.0,0.0
2015,214,20296532761.948,10241160822.846,10055371939.102,4487005486.241,4662314283.414,0.0
2015,222,5764170956.720001,5588544087.440001,175626869.27999997,1376747735.8841712,1450557310.9463706,0.0
2015,320,8301610112.0,7472868528.0,828741584.0,3514595101.0,3850132808.0,0.0
2015,585,33088509.0,0.0,33088509.0,5525379.0,5814513.0,0.0
2015,591,18958548044.0,18792871664.0,165676380.0,1885802246.245,2196161109.833,2685838430.0
2015,600,18810142068.0,9668141412.0,9142000656.0,760029323.3431133,1193415855.5002406,0.0
2015,659,29894656.490498796,29358695.811645195,535960.6788535999,1606923.9596803177,2210561.540436787,0.0
2015,662,50854086.0,44622248.0,6231838.0,3947112.0,6918302.0,0.0
2015,748,249434810.5940574,249309713.66262075,125096.9314366452,32227573.758207735,37347456.81934739,0.0
2016,84,451789103.0,446598633.0,5190470.0,61809318.0,109785119.0,0.0
2016,188,8510930280.0,8328924251.0,182006029.0,1786304271.0,2214581731.0,0.0
2016,214,20318461330.144,10227954226.579,10090507103.565,1712089289.334,1825820413.661,0.0
2016,222,5632012020.239999,5607673753.239999,24338267.0,1205983222.846433,1295633233.1153727,0.0
2016,320,7688699652.0,7386645456.0,302054196.0,3851903675.0,4230045894.0,0.0
2016,585,32007520.0,0.0,32007520.0,4514425.0,4830547.0,0.0
2016,591,16008889048.0,15859904308.0,148984740.0,1804203801.219,2095475209.603,2549006872.0
2016,600,10664416105.52,10580899644.0,83516461.52,737244008.7228863,1156380302.3722384,0.0
2016,659,19174342.499712396,18813174.860880397,361167.638832,2087709.276139303,3844915.503231337,0.0
2016,662,57141749.0,52450404.0,4691345.0,4605003.0,8898685.0,0.0
2016,748,265810041.51354617,265778218.63073623,31822.8828099616,41477929.95740233,47334646.720763355,0.0
2017,84,425749800.53999996,410679010.34,15070790.2,60164147.926,104649154.49,0.0
2017,188,9046933491.107203,8570467772.6642475,476465718.44295526,1995433710.7054155,2389037440.964716,0.0
2017,214,11916717375.963,0.0,11916717375.963,1384559023.528,1565646520.368,0.0
2017,222,5963978432.4800005,5775203102.52,188775329.96,1401139846.264389,1554797878.1073692,0.0
2017,320,8123537456.0,7879880412.0,243657044.0,4060891861.842442,4437143737.499543,0.0
2017,585,45783299.320000015,0.0,45783299.320000015,7936367.31,7479248.39,0.0
2017,591,17600835444.0,17421992176.0,178843268.0,1634811349.898,1988584722.187,2479504598.0
2017,600,28596819748.0,14684257400.0,13912562348.0,789716059.5405325,1286666466.350945,0.0
2017,659,32787025.583311997,31645041.1252976,1141984.4580144,3991027.438980208,5450587.204353484,0.0
2017,662,66362989.959,59043786.594,7319203.365,6408559.961,11105588.897,0.0
2017,748,422056775.69450384,419604703.96682316,2452071.727680684,46140233.05453279,53860005.34092755,0.0
2018,84,467934396.74,459918745.02,8015651.72,74910742.054,121119715.894,0.0
2018,188,9879343378.64,9084592031.68,794751346.96,1921901008.6773314,2364445670.956305,0.0
2018,214,12794458717.549,0.0,12794458717.549,1705955306.124,1555406794.665,0.0
2018,222,6808034208.88,6465507249.88,342526959.0,1592100492.237,1782404292.563,0.0
2018,320,8803033108.0,8629928896.0,173104212.0,3224115901.833,3479509820.426,0.0
2018,585,35267418.56,0.0,35267418.56,7172677.6008,6637592.12638617,0.0
2018,591,18404704984.0,18203197232.0,201507752.0,1610361564.821,1974810145.673,2435431486.0
2018,600,29410454808.0,15056714612.0,14353740196.0,817299454.305427,1319841304.64637,0.0
2018,662,142071100.44,140822239.92,1248860.52,10911865.332,16438406.125,0.0
2018,748,556480108.8360174,461115507.13528657,95364601.70073076,194631190.1499329,203636573.37098557,0.0
2019,84,541173739.14,536293727.54,4880011.6,93102607.513,150031050.074,0.0
2019,188,8982289448.6,8494049101.56,488240347.04,1507790735.207,1876916524.759,0.0
2019,214,27534415497.177998,13725090556.182,13809324940.996,1634988408.963,1602084502.03,0.0
2019,222,6833080677.639999,6625888104.32,207192573.32,1554086539.076,1736765419.707,0.0
2019,320,9670438280.0,8908403920.0,762034360.0,3508365801.3931518,3240436707.5906887,0.0
2019,591,18782390860.0,18535807052.0,246583808.0,1443940810.055,1734457555.349,2203386278.0
2019,600,32725577852.0,16688476188.0,16037101664.0,1090190513.689,1514044352.523,0.0
2019,662,135756485.12,135180101.2,576383.92,10497133.737,15306617.451,0.0
2019,748,525825787.28000003,524787364.48,1038422.8,53067829.554893754,62343946.74053534,0.0
